# kdata file
# Format: Name, Sweetness, Sourness, Nuttiness, Texture
Nastly Tart Bitter Nugat-Filled Candy Sticks,0.02,0.91,0.46,0.98
Nastly Tart Bittersweet Peanut-Butter Clusters,0.31,0.86,0.46,0.84
Hearsay Refreshingly Dark Wintergreen Nonpariels,0.65,0.28,0.09,0.36
Nastly Tart Honey Walnut Bar,0.85,0.87,0.91,0.31
Hearsay Tart Cheese Wintergreen Nonpariels,0.14,0.93,0.05,0.52
Billy Bonker's Luxurious Bittersweet Peanut Candy Sticks,0.6,0.06,0.83,0.96
Billy Bonker's Refreshingly Bittersweet Chocolate Coated Candy Sticks,0.51,0.04,0.7,0.93
Billy Bonker's Cool Semisweet Chocolate Coated Chews,0.31,0.08,0.62,0.05
Nastly Sour Bittersweet Chocolate Wafers,0.48,0.71,0.04,0.57
Nastly Honey Wintergreen Lollipops,0.79,0.61,0.05,0.76
Nastly Cool Honey Almond Mints,0.94,0.07,0.98,0.44
Good Ivan's Refreshingly Bittersweet Wintergreen Lollipops,0.66,0.08,0.13,0.91
Hearsay Tart Semisweet Spearmint Bar,0.66,0.88,0.24,0.68
Billy Bonker's Refreshingly Semisweet Nugat-Filled Mints,0.62,0.06,0.67,0.61
Nastly Tart Sinful Almond Candy Sticks,0.97,0.93,0.77,0.76
Nastly Cheese Cashew Fudge,0.03,0.33,0.84,0.24
Good Ivan's Cool Semisweet Almond Jawbreakers,0.58,0.26,0.8,0.81
Billy Bonker's Luxurious Indulgent Peanut-Butter Wafers,0.85,0.23,0.37,0.48
Hearsay Tangy Indulgent Almond Wafers,0.86,0.8,0.78,0.32
Billy Bonker's Sour Bittersweet Chocolate Coated Wafers,0.61,0.94,0.3,0.31
Nastly Luxurious Dark Wintergreen Fudge,0.51,0.13,0.01,0.16
Nastly Sour Dark Peanut-Butter Candy Sticks,0.52,0.83,0.33,0.98
Billy Bonker's Luxurious Dark Almond Bar,0.7,0.11,0.86,0.3
Hearsay Luxurious Semisweet Nugat-Filled Velvet,0.7,0.09,0.59,0.05
Nastly Tangy Sinful Spearmint Jawbreakers,0.73,0.72,0.22,0.79
Good Ivan's Luxurious Honey Cashew Jawbreakers,0.86,0.04,0.8,0.98
Good Ivan's Sour Indulgent Chocolate Candy Sticks,0.89,0.97,0.03,0.95
Nastly Tangy Dark Peanut Mints,0.6,0.73,0.82,0.61
Billy Bonker's Tart Indulgent Peanut-Butter Fudge,0.96,0.81,0.66,0.2
Hearsay Refreshingly Bitter Nugat-Filled Velvet,0.25,0.02,0.56,0.23
Nastly Salted Walnut Chews,0.27,0.34,0.79,0.13
Billy Bonker's Sour Honey Nugat-Filled Clusters,0.88,0.89,0.47,0.73
Hearsay Luxurious Honey Peanut Chews,0.71,0,0.87,0.27
Good Ivan's Sour Semisweet Wintergreen Fudge,0.43,0.83,0.05,0.15
Billy Bonker's Cool Sinful Nugat-Filled Candy Sticks,0.81,0.26,0.54,0.8
Good Ivan's Cool Semisweet Peanut-Butter Mints,0.46,0.23,0.63,0.62
Good Ivan's Sour Honey Cashew Jawbreakers,0.95,0.97,0.89,0.86
Billy Bonker's Refreshingly Dark Chocolate Wafers,0.36,0.16,0.23,0.37
Hearsay Sour Dark Peanut-Butter Nonpariels,0.61,0.83,0.35,0.69
Hearsay Sour Sinful Fruit Jawbreakers,0.76,0.82,0.18,0.97
Billy Bonker's Tangy Semisweet Peanut-Butter Fudge,0.47,0.97,0.66,0.09
Nastly Tangy Semisweet Spearmint Wafers,0.68,0.93,0.15,0.31
Hearsay Tangy Bittersweet Chocolate Coated Fudge,0.39,0.75,0.52,0.08
Nastly Bittersweet Walnut Fudge,0.63,0.5,0.98,0.22
Billy Bonker's Tangy Honey Peanut-Butter Candy Sticks,0.77,0.9,0.35,0.95
Nastly Refreshingly Indulgent Nugat-Filled Chews,0.88,0.16,0.36,0.1
Hearsay Tangy Bittersweet Fruit Wafers,0.43,0.87,0.14,0.34
Billy Bonker's Cool Bittersweet Almond Fudge,0.47,0.26,0.86,0.24
Hearsay Luxurious Cheese Caramel Clusters,0.13,0.06,0,0.81
Nastly Bitter Wintergreen Bar,0.14,0.32,0.13,0.64
Nastly Honey Peanut Mints,0.78,0.7,0.89,0.55
Good Ivan's Sour Dark Chocolate Nonpariels,0.62,0.89,0.11,0.67
Hearsay Cool Semisweet Peanut-Butter Fudge,0.64,0.21,0.63,0.11
Billy Bonker's Tangy Dark Almond Nonpariels,0.64,0.89,0.73,0.65
Nastly Refreshingly Dark Chocolate Coated Nonpariels,0.65,0.18,0.32,0.39
Nastly Luxurious Honey Chocolate Coated Velvet,0.98,0.09,0.36,0.17
Hearsay Tart Semisweet Peanut-Butter Mints,0.62,0.8,0.32,0.4
Billy Bonker's Cool Semisweet Peanut-Butter Nonpariels,0.4,0.03,0.52,0.52
Good Ivan's Honey Chocolate Mints,0.9,0.63,0.05,0.67
Hearsay Tart Salted Fruit Mints,0.28,0.77,0.21,0.49
Nastly Tangy Semisweet Chocolate Lollipops,0.64,0.81,0.26,0.76
Billy Bonker's Tart Indulgent Chocolate Clusters,0.72,0.83,0.27,0.76
Hearsay Tangy Salted Peanut Fudge,0.11,0.8,0.98,0.03
Nastly Luxurious Bittersweet Nugat-Filled Lollipops,0.37,0.24,0.54,0.93
Good Ivan's Semisweet Cashew Chews,0.33,0.36,0.86,0.12
Billy Bonker's Tangy Salted Wintergreen Mints,0.03,0.84,0.14,0.63
Billy Bonker's Bitter Walnut Nonpariels,0.18,0.5,0.95,0.37
Nastly Tart Bittersweet Nugat-Filled Mints,0.66,0.97,0.34,0.61
Nastly Tart Cheese Chocolate Nonpariels,0,0.8,0.13,0.7
Billy Bonker's Tangy Bittersweet Nugat-Filled Bar,0.44,0.92,0.35,0.37
Nastly Tangy Honey Fruit Candy Sticks,0.95,1,0.24,0.8
Nastly Refreshingly Semisweet Walnut Velvet,0.66,0.1,0.94,0.17
Billy Bonker's Refreshingly Salted Nut Lollipops,0.26,0.18,0.86,0.76
Good Ivan's Refreshingly Honey Almond Jawbreakers,0.76,0.09,0.92,0.76
Good Ivan's Tart Dark Wintergreen Chews,0.31,0.71,0.03,0.19
Hearsay Cool Bittersweet Caramel Fudge,0.45,0.08,0.09,0.28
Hearsay Honey Fruit Mints,0.91,0.47,0.14,0.37
Billy Bonker's Sour Honey Nut Candy Sticks,0.72,0.99,0.75,0.99
Good Ivan's Luxurious Semisweet Nugat-Filled Jawbreakers,0.48,0.1,0.41,0.89
Nastly Luxurious Bitter Almond Mints,0.19,0.08,0.82,0.58
Good Ivan's Refreshingly Dark Walnut Nonpariels,0.33,0.28,0.74,0.36
Billy Bonker's Refreshingly Dark Peanut Mints,0.56,0.18,0.9,0.66
Hearsay Cool Semisweet Nugat-Filled Clusters,0.6,0.11,0.55,0.82
Good Ivan's Tangy Semisweet Wintergreen Bar,0.52,0.78,0.27,0.6
Billy Bonker's Sour Honey Nugat-Filled Bar,0.8,0.74,0.36,0.63
Nastly Refreshingly Bittersweet Almond Velvet,0.35,0.12,0.86,0.04
Nastly Sinful Nut Nonpariels,0.8,0.64,0.74,0.66
Billy Bonker's Indulgent Peanut-Butter Lollipops,0.75,0.62,0.4,0.93
Hearsay Tart Sinful Walnut Fudge,0.76,0.74,0.76,0.14
Good Ivan's Tangy Dark Spearmint Nonpariels,0.53,0.76,0.25,0.6
Billy Bonker's Semisweet Caramel Candy Sticks,0.6,0.48,0.21,0.92
Good Ivan's Cheese Spearmint Bar,0.02,0.49,0.02,0.45
Good Ivan's Cool Semisweet Nugat-Filled Wafers,0.63,0.26,0.39,0.62
Hearsay Tart Dark Chocolate Coated Wafers,0.53,0.85,0.3,0.4
Good Ivan's Tart Sinful Wintergreen Mints,0.76,0.97,0.15,0.69
Billy Bonker's Honey Peanut Wafers,0.75,0.64,0.83,0.57
Nastly Cheese Chocolate Velvet,0.1,0.57,0.23,0.17
Hearsay Luxurious Semisweet Peanut-Butter Clusters,0.61,0.01,0.69,0.8
Billy Bonker's Tangy Dark Chocolate Coated Velvet,0.62,0.71,0.69,0.21
Hearsay Refreshingly Semisweet Chocolate Coated Bar,0.41,0.02,0.61,0.69
Billy Bonker's Sour Bittersweet Fruit Wafers,0.34,0.92,0.25,0.43
Good Ivan's Tangy Indulgent Almond Nonpariels,0.76,0.94,0.88,0.3
Nastly Tangy Semisweet Wintergreen Bar,0.44,0.88,0.09,0.49
Nastly Indulgent Chocolate Nonpariels,0.78,0.47,0.12,0.41
Billy Bonker's Honey Chocolate Mints,0.94,0.43,0.19,0.36
Nastly Semisweet Caramel Velvet,0.43,0.31,0.29,0.29
Hearsay Honey Caramel Jawbreakers,0.97,0.69,0.25,0.96
Good Ivan's Tart Bittersweet Peanut-Butter Wafers,0.54,0.71,0.35,0.6
Hearsay Honey Spearmint Candy Sticks,0.9,0.43,0.13,0.74
Good Ivan's Salted Fruit Bar,0.02,0.52,0.21,0.37
Nastly Sour Sinful Peanut-Butter Bar,0.75,0.97,0.61,0.38
Billy Bonker's Luxurious Bittersweet Nugat-Filled Velvet,0.41,0.13,0.52,0.12
Good Ivan's Tangy Sinful Cashew Wafers,0.99,0.83,0.94,0.31
Nastly Refreshingly Dark Nugat-Filled Candy Sticks,0.41,0.22,0.67,0.79
Nastly Tangy Dark Fruit Bar,0.32,0.97,0,0.67
Good Ivan's Tart Cheese Peanut Nonpariels,0.12,0.95,0.75,0.6
Good Ivan's Sour Bitter Caramel Bar,0.19,0.88,0.09,0.42
Billy Bonker's Refreshingly Bitter Chocolate Coated Clusters,0.02,0.09,0.61,0.79
Hearsay Tangy Bittersweet Nugat-Filled Nonpariels,0.69,0.72,0.62,0.6
Billy Bonker's Cheese Caramel Nonpariels,0.14,0.44,0.03,0.42
Nastly Refreshingly Cheese Spearmint Jawbreakers,0.16,0.26,0.11,0.73
Nastly Refreshingly Sinful Chocolate Coated Candy Sticks,0.8,0.05,0.7,0.76
Good Ivan's Refreshingly Bittersweet Peanut Velvet,0.67,0.17,0.79,0.06
Nastly Luxurious Honey Chocolate Coated Chews,0.76,0.03,0.47,0.13
Hearsay Tart Semisweet Almond Bar,0.66,0.79,0.88,0.59
Good Ivan's Sinful Wintergreen Candy Sticks,0.91,0.6,0.2,0.8
Nastly Tart Bittersweet Peanut-Butter Chews,0.56,0.81,0.51,0.28
Billy Bonker's Luxurious Semisweet Walnut Mints,0.54,0.03,0.93,0.61
Billy Bonker's Tangy Bittersweet Chocolate Nonpariels,0.49,0.87,0.26,0.7
Billy Bonker's Dark Caramel Jawbreakers,0.59,0.42,0.27,0.81
Good Ivan's Honey Cashew Velvet,0.86,0.64,0.88,0.07
Good Ivan's Tart Bittersweet Fruit Nonpariels,0.36,0.99,0.09,0.31
Good Ivan's Tart Salted Nugat-Filled Clusters,0.21,0.74,0.52,0.8
Hearsay Tangy Indulgent Wintergreen Jawbreakers,0.86,0.84,0.02,0.78
Billy Bonker's Refreshingly Dark Chocolate Coated Wafers,0.62,0.22,0.53,0.41
Nastly Refreshingly Honey Chocolate Fudge,0.8,0.26,0.16,0.24
Hearsay Luxurious Semisweet Caramel Bar,0.45,0.24,0.06,0.46
Hearsay Honey Spearmint Lollipops,0.75,0.47,0.04,0.76
Billy Bonker's Tart Honey Nugat-Filled Lollipops,0.84,0.8,0.35,0.71
Hearsay Cool Semisweet Chocolate Coated Nonpariels,0.69,0.16,0.63,0.67
Nastly Tart Bittersweet Peanut-Butter Wafers,0.4,0.77,0.3,0.59
Billy Bonker's Tart Bitter Chocolate Coated Jawbreakers,0.22,0.99,0.31,0.87
Hearsay Sour Semisweet Peanut Mints,0.69,0.86,0.8,0.35
Nastly Luxurious Bittersweet Peanut Candy Sticks,0.68,0.26,0.9,0.96
Hearsay Sour Semisweet Chocolate Mints,0.38,0.79,0.13,0.54
Good Ivan's Indulgent Almond Nonpariels,0.83,0.66,0.83,0.61
Good Ivan's Tart Bittersweet Chocolate Nonpariels,0.61,0.93,0.16,0.41
Billy Bonker's Luxurious Semisweet Fruit Chews,0.63,0.18,0.24,0
Nastly Luxurious Dark Chocolate Coated Velvet,0.61,0.09,0.69,0.15
Good Ivan's Refreshingly Honey Cashew Fudge,0.73,0.28,0.8,0.1
Good Ivan's Sour Bitter Peanut-Butter Nonpariels,0.11,0.81,0.43,0.58
Nastly Refreshingly Bitter Spearmint Velvet,0.08,0.21,0.24,0.24
Nastly Honey Peanut-Butter Lollipops,0.77,0.39,0.7,0.9
Nastly Tart Sinful Walnut Bar,1,0.71,0.78,0.55
Billy Bonker's Tart Salted Cashew Wafers,0.09,0.89,0.84,0.63
Billy Bonker's Refreshingly Cheese Chocolate Wafers,0.13,0.18,0.01,0.49
Nastly Refreshingly Bittersweet Peanut-Butter Nonpariels,0.33,0.2,0.69,0.3
Nastly Tangy Dark Caramel Mints,0.3,0.84,0.08,0.5
Good Ivan's Tart Semisweet Walnut Mints,0.66,0.74,0.72,0.66
Good Ivan's Luxurious Semisweet Cashew Jawbreakers,0.63,0.23,0.85,0.9
Nastly Tangy Sinful Fruit Lollipops,0.81,0.84,0.13,0.92
Hearsay Tangy Indulgent Spearmint Chews,0.72,0.81,0.2,0.13
Good Ivan's Luxurious Cheese Walnut Mints,0.1,0.03,0.86,0.6
Billy Bonker's Sour Bittersweet Fruit Bar,0.65,0.74,0.16,0.56
Billy Bonker's Refreshingly Dark Walnut Candy Sticks,0.32,0.29,0.76,0.79
Billy Bonker's Tart Honey Fruit Bar,0.88,0.71,0.11,0.56
Good Ivan's Sour Bittersweet Fruit Nonpariels,0.3,0.97,0,0.38
Hearsay Tart Cheese Chocolate Fudge,0.16,0.86,0.04,0.14
Billy Bonker's Sour Cheese Peanut-Butter Nonpariels,0.18,0.95,0.41,0.51
Hearsay Cool Cheese Chocolate Coated Bar,0.01,0.15,0.49,0.56
Hearsay Honey Wintergreen Wafers,0.84,0.4,0.18,0.54
Good Ivan's Luxurious Cheese Chocolate Coated Jawbreakers,0.04,0.2,0.39,0.71
Hearsay Honey Almond Mints,0.85,0.66,0.82,0.59
Nastly Bittersweet Spearmint Clusters,0.59,0.63,0.17,0.84
Hearsay Cool Dark Cashew Nonpariels,0.54,0.23,0.79,0.32
Hearsay Refreshingly Bittersweet Nugat-Filled Bar,0.62,0.28,0.48,0.45
Good Ivan's Sour Bittersweet Chocolate Nonpariels,0.48,0.95,0.27,0.55
Nastly Luxurious Indulgent Peanut-Butter Jawbreakers,0.72,0.01,0.55,0.84
Good Ivan's Cool Bittersweet Nugat-Filled Wafers,0.54,0.2,0.65,0.31
Billy Bonker's Tangy Cheese Fruit Bar,0.08,0.89,0.04,0.39
Good Ivan's Semisweet Caramel Jawbreakers,0.43,0.55,0.12,0.84
Hearsay Bitter Spearmint Clusters,0.06,0.46,0.06,0.92
Nastly Sour Semisweet Peanut-Butter Wafers,0.65,0.81,0.32,0.66
Good Ivan's Sour Honey Peanut Jawbreakers,0.98,0.89,0.89,0.81
Nastly Indulgent Wintergreen Jawbreakers,0.75,0.31,0.25,0.73
Good Ivan's Luxurious Dark Nugat-Filled Jawbreakers,0.39,0.1,0.55,0.96
Hearsay Cool Sinful Fruit Wafers,0.85,0.03,0.17,0.4
Good Ivan's Luxurious Bittersweet Chocolate Coated Chews,0.64,0.03,0.44,0.01
Good Ivan's Sour Indulgent Caramel Clusters,0.95,0.85,0.28,0.9
Billy Bonker's Cool Salted Caramel Jawbreakers,0.26,0.22,0.14,0.95
Billy Bonker's Salted Peanut Nonpariels,0.07,0.49,0.93,0.47
Billy Bonker's Tart Cheese Chocolate Velvet,0.01,0.96,0.19,0.22
Nastly Tangy Sinful Nut Wafers,0.71,0.95,0.78,0.36
Billy Bonker's Salted Peanut Bar,0.12,0.34,0.87,0.45
Hearsay Indulgent Walnut Wafers,0.97,0.66,0.81,0.62
Good Ivan's Dark Fruit Velvet,0.63,0.52,0.03,0.27
Billy Bonker's Cool Semisweet Peanut Velvet,0.61,0.2,0.77,0.17
Good Ivan's Cool Semisweet Nut Wafers,0.36,0.13,0.9,0.31
Nastly Indulgent Cashew Bar,0.75,0.54,0.83,0.51
Billy Bonker's Luxurious Dark Almond Velvet,0.34,0.12,0.79,0.29
Good Ivan's Tart Cheese Peanut-Butter Mints,0.08,0.71,0.45,0.35
Good Ivan's Tart Indulgent Chocolate Coated Bar,0.72,0.84,0.7,0.54
Billy Bonker's Tart Indulgent Chocolate Jawbreakers,0.98,0.84,0.02,0.91
Hearsay Refreshingly Semisweet Nugat-Filled Fudge,0.66,0.03,0.69,0.23
Hearsay Luxurious Semisweet Nugat-Filled Chews,0.67,0.06,0.65,0.12
Hearsay Cool Semisweet Peanut-Butter Mints,0.59,0.15,0.63,0.6
Nastly Luxurious Honey Nut Jawbreakers,0.9,0.12,0.87,0.86
Nastly Cool Cheese Almond Candy Sticks,0.17,0.19,0.95,0.74
Billy Bonker's Cool Semisweet Nugat-Filled Bar,0.6,0.11,0.34,0.67
Nastly Bitter Cashew Nonpariels,0.03,0.57,0.73,0.7
Hearsay Sour Semisweet Spearmint Nonpariels,0.68,0.71,0.23,0.56
Good Ivan's Tangy Bittersweet Nugat-Filled Wafers,0.62,0.85,0.44,0.41
Good Ivan's Sour Bittersweet Chocolate Bar,0.32,0.71,0.09,0.47
Good Ivan's Cool Dark Nut Clusters,0.45,0.16,0.83,0.9
Nastly Sour Semisweet Peanut-Butter Mints,0.52,1,0.46,0.38
Hearsay Cool Bittersweet Nut Velvet,0.67,0.14,0.9,0.07
Billy Bonker's Tangy Semisweet Chocolate Coated Jawbreakers,0.51,0.91,0.66,0.97
Billy Bonker's Cool Dark Cashew Chews,0.34,0.21,0.84,0.27
Billy Bonker's Refreshingly Bittersweet Cashew Velvet,0.58,0.12,0.87,0.07
Hearsay Tart Bitter Chocolate Coated Bar,0.03,0.96,0.35,0.5
Billy Bonker's Tangy Semisweet Wintergreen Nonpariels,0.41,0.92,0.08,0.35
Nastly Tart Bittersweet Chocolate Coated Jawbreakers,0.39,0.84,0.5,0.85
Nastly Cool Bitter Nugat-Filled Bar,0.29,0.07,0.33,0.52
Billy Bonker's Tart Dark Peanut Fudge,0.56,0.9,0.91,0.02
Hearsay Luxurious Semisweet Walnut Wafers,0.53,0.04,0.82,0.34
Nastly Sour Honey Almond Jawbreakers,0.89,0.89,0.77,0.81
Good Ivan's Refreshingly Bittersweet Peanut Lollipops,0.62,0.15,0.75,0.8
Billy Bonker's Cool Semisweet Fruit Lollipops,0.5,0.26,0.05,0.84
Hearsay Luxurious Bittersweet Nugat-Filled Fudge,0.33,0.26,0.42,0.09
Hearsay Tangy Sinful Caramel Nonpariels,0.75,0.93,0.09,0.37
Nastly Refreshingly Semisweet Wintergreen Bar,0.58,0.01,0.2,0.47
Good Ivan's Cool Sinful Peanut-Butter Candy Sticks,0.9,0.23,0.46,0.73
Nastly Luxurious Cheese Spearmint Candy Sticks,0.23,0.22,0.27,0.86
Billy Bonker's Tangy Dark Chocolate Coated Nonpariels,0.61,0.99,0.33,0.69
Nastly Cool Bitter Walnut Bar,0.22,0.03,0.93,0.56
Hearsay Cool Bittersweet Walnut Candy Sticks,0.67,0.28,0.98,0.98
Good Ivan's Tart Indulgent Chocolate Coated Nonpariels,0.73,0.89,0.32,0.69
Billy Bonker's Luxurious Semisweet Chocolate Coated Jawbreakers,0.63,0.15,0.65,0.73
Billy Bonker's Indulgent Spearmint Lollipops,0.76,0.48,0.25,1
Billy Bonker's Tart Dark Almond Lollipops,0.3,0.89,0.73,0.97
Billy Bonker's Refreshingly Salted Cashew Mints,0.29,0.1,0.74,0.4
Billy Bonker's Refreshingly Bitter Nugat-Filled Velvet,0.09,0.05,0.37,0.14
Nastly Refreshingly Semisweet Nut Nonpariels,0.42,0.29,0.85,0.34
Good Ivan's Tart Indulgent Walnut Wafers,0.97,0.84,0.92,0.34
Good Ivan's Sour Bitter Nugat-Filled Nonpariels,0.23,0.98,0.31,0.34
Good Ivan's Sinful Fruit Nonpariels,0.8,0.42,0.17,0.36
Hearsay Refreshingly Semisweet Cashew Clusters,0.4,0,0.92,0.97
Hearsay Refreshingly Dark Almond Fudge,0.45,0.08,0.92,0.03
Hearsay Tart Sinful Fruit Clusters,0.91,0.73,0.22,0.93
Hearsay Tart Sinful Walnut Wafers,0.8,0.73,1,0.47
Nastly Tangy Semisweet Cashew Mints,0.53,0.93,0.98,0.53
Good Ivan's Sour Semisweet Nut Wafers,0.65,0.96,0.8,0.55
Billy Bonker's Honey Nugat-Filled Lollipops,0.74,0.49,0.49,0.8
Nastly Sour Honey Chocolate Coated Lollipops,0.76,0.82,0.54,0.76
Billy Bonker's Cool Bittersweet Spearmint Bar,0.66,0.23,0.22,0.59
Hearsay Luxurious Dark Peanut Nonpariels,0.38,0.21,0.96,0.63
Billy Bonker's Sour Indulgent Peanut Nonpariels,0.82,0.77,0.75,0.32
Billy Bonker's Cool Bittersweet Nugat-Filled Fudge,0.4,0.22,0.67,0.11
Hearsay Sour Semisweet Chocolate Nonpariels,0.42,0.71,0.02,0.62
Nastly Tangy Indulgent Walnut Wafers,0.9,0.81,0.98,0.49
Billy Bonker's Cheese Spearmint Mints,0.12,0.43,0.21,0.51
Nastly Salted Fruit Chews,0.04,0.47,0.1,0.27
Nastly Tart Semisweet Chocolate Coated Jawbreakers,0.5,0.83,0.36,0.87
Good Ivan's Sour Bittersweet Chocolate Mints,0.63,0.73,0.2,0.31
Billy Bonker's Sour Sinful Peanut-Butter Fudge,0.76,0.8,0.37,0.03
Nastly Sour Sinful Cashew Wafers,0.76,0.85,0.91,0.63
Billy Bonker's Tart Bittersweet Fruit Bar,0.51,0.99,0.17,0.61
Hearsay Sour Indulgent Fruit Jawbreakers,0.89,0.78,0.11,0.84
Hearsay Refreshingly Sinful Wintergreen Chews,0.77,0.03,0.07,0.22
Billy Bonker's Tangy Bitter Wintergreen Clusters,0.01,0.98,0.09,0.97
Good Ivan's Cool Salted Nut Clusters,0.03,0.04,0.95,0.77
Billy Bonker's Luxurious Semisweet Chocolate Coated Fudge,0.37,0.02,0.59,0.19
Hearsay Tart Bittersweet Spearmint Mints,0.3,0.8,0.22,0.33
Good Ivan's Indulgent Wintergreen Nonpariels,0.72,0.6,0.04,0.65
Nastly Tart Honey Nugat-Filled Lollipops,0.81,0.79,0.64,0.78
Billy Bonker's Sour Semisweet Peanut-Butter Chews,0.36,0.77,0.58,0.09
Good Ivan's Tart Honey Wintergreen Jawbreakers,0.97,0.76,0.25,1
Billy Bonker's Tart Honey Fruit Jawbreakers,0.91,0.76,0.06,0.93
Good Ivan's Cool Bitter Cashew Jawbreakers,0.18,0,0.96,0.9
Good Ivan's Refreshingly Dark Spearmint Fudge,0.52,0.1,0.15,0.21
Billy Bonker's Cool Semisweet Caramel Nonpariels,0.33,0.12,0.16,0.54
Good Ivan's Tangy Honey Fruit Lollipops,0.83,0.85,0.16,0.79
Hearsay Refreshingly Semisweet Chocolate Coated Fudge,0.54,0.01,0.69,0.27
Nastly Cool Semisweet Cashew Lollipops,0.54,0.08,1,0.84
Billy Bonker's Sour Sinful Peanut-Butter Candy Sticks,0.97,0.91,0.39,0.72
Hearsay Sour Honey Cashew Mints,0.74,0.9,0.89,0.37
Good Ivan's Cool Bittersweet Almond Bar,0.63,0.21,0.74,0.3
Billy Bonker's Cool Dark Cashew Velvet,0.3,0.05,0.82,0.09
Hearsay Cool Bittersweet Walnut Chews,0.7,0.28,0.73,0
Good Ivan's Luxurious Dark Cashew Lollipops,0.7,0.01,0.74,0.77
Billy Bonker's Sour Sinful Fruit Candy Sticks,0.97,0.88,0.29,0.82
Good Ivan's Tangy Cheese Peanut-Butter Jawbreakers,0.21,0.84,0.39,0.81
Nastly Tangy Bittersweet Peanut-Butter Bar,0.35,0.74,0.37,0.69
Billy Bonker's Tangy Honey Nut Clusters,0.91,0.78,0.89,0.82
Nastly Tart Sinful Chocolate Coated Nonpariels,0.78,0.72,0.69,0.64
Billy Bonker's Cool Bittersweet Fruit Nonpariels,0.47,0.14,0.26,0.49
Nastly Tangy Sinful Walnut Mints,0.75,0.9,0.88,0.62
Billy Bonker's Refreshingly Bittersweet Walnut Chews,0.31,0.1,0.88,0.18
Nastly Tangy Semisweet Almond Mints,0.53,0.79,1,0.5
Good Ivan's Tart Semisweet Spearmint Mints,0.61,0.95,0.12,0.58
Hearsay Tangy Indulgent Wintergreen Mints,0.74,0.72,0.11,0.65
Nastly Bittersweet Caramel Chews,0.45,0.43,0.01,0
Billy Bonker's Cheese Fruit Wafers,0.16,0.53,0.29,0.58
Billy Bonker's Sinful Nut Candy Sticks,0.84,0.42,0.96,0.89
Billy Bonker's Cool Bittersweet Peanut Velvet,0.62,0.02,0.82,0.13
Billy Bonker's Luxurious Semisweet Chocolate Coated Mints,0.69,0.25,0.64,0.55
Billy Bonker's Sinful Fruit Bar,0.91,0.35,0.01,0.66
Good Ivan's Bitter Spearmint Nonpariels,0.16,0.59,0.18,0.56
Nastly Tangy Semisweet Nugat-Filled Wafers,0.69,0.95,0.33,0.51
Good Ivan's Sinful Nut Wafers,0.94,0.55,0.96,0.42
Billy Bonker's Cool Dark Chocolate Coated Fudge,0.45,0.26,0.68,0.22
Billy Bonker's Bitter Spearmint Chews,0.18,0.63,0.03,0.09
Billy Bonker's Tangy Honey Almond Mints,0.96,0.71,0.97,0.62
Hearsay Tart Indulgent Caramel Lollipops,0.78,0.74,0.02,0.85
Nastly Cool Semisweet Spearmint Bar,0.63,0.11,0.18,0.55
Nastly Tangy Bittersweet Chocolate Nonpariels,0.66,0.81,0.06,0.62
Nastly Refreshingly Honey Cashew Nonpariels,0.73,0.23,0.87,0.38
Hearsay Refreshingly Bittersweet Cashew Clusters,0.45,0.16,0.89,0.76
Hearsay Indulgent Caramel Lollipops,0.92,0.67,0.28,0.71
Good Ivan's Cool Sinful Nugat-Filled Nonpariels,0.91,0.17,0.53,0.61
Hearsay Dark Caramel Jawbreakers,0.54,0.58,0.06,0.83
Hearsay Indulgent Cashew Wafers,0.92,0.66,0.76,0.4
Hearsay Indulgent Spearmint Lollipops,0.88,0.61,0.22,0.8
Hearsay Tangy Dark Caramel Chews,0.4,0.8,0.16,0.04
Billy Bonker's Refreshingly Dark Nugat-Filled Velvet,0.52,0.23,0.63,0.01
Billy Bonker's Luxurious Cheese Nut Velvet,0.05,0.07,1,0.19
Billy Bonker's Cool Dark Nugat-Filled Clusters,0.59,0.18,0.4,0.83
Hearsay Tart Bitter Nugat-Filled Bar,0.23,0.83,0.49,0.34
Billy Bonker's Luxurious Dark Nut Bar,0.52,0.22,0.91,0.36
Billy Bonker's Refreshingly Bittersweet Chocolate Lollipops,0.54,0.19,0.03,0.86
Good Ivan's Refreshingly Indulgent Nut Fudge,0.81,0.18,0.8,0.07
Nastly Tangy Dark Chocolate Clusters,0.62,0.81,0.13,0.8
Nastly Tangy Sinful Peanut Jawbreakers,0.82,0.79,0.99,0.94
Nastly Luxurious Dark Almond Fudge,0.4,0.06,0.99,0.16
Hearsay Tangy Bittersweet Nugat-Filled Wafers,0.68,0.92,0.33,0.66
Good Ivan's Sour Sinful Peanut-Butter Clusters,0.85,0.92,0.3,0.8
Nastly Refreshingly Bitter Walnut Bar,0.18,0.23,0.96,0.61
Good Ivan's Luxurious Semisweet Cashew Fudge,0.66,0,0.91,0.01
Billy Bonker's Refreshingly Salted Peanut-Butter Jawbreakers,0.14,0.05,0.53,0.76
Nastly Honey Peanut-Butter Jawbreakers,0.9,0.46,0.64,0.74
Billy Bonker's Tart Salted Nugat-Filled Clusters,0.14,0.71,0.54,0.75
Hearsay Refreshingly Dark Nut Bar,0.37,0.22,0.83,0.32
Nastly Cool Semisweet Nut Lollipops,0.37,0.19,0.82,0.9
Good Ivan's Luxurious Honey Chocolate Coated Lollipops,0.73,0.23,0.6,0.84
